id,text,emotion,intensity,gender,age
4075,"I was alone in the bus when I tripped and fell, and dropped all á my papers.",shame,1,female,19
4076,"As I was not paying attention, my little brother fell off the á table.",guilt,4,female,19
4077,When I passed the university entrance exam.,joy,4,female,19
4078,"One night, while I was sleeping, I woke up suddenly with the á sensation that there was someone in my room.",fear,3,female,19
4079,When my brother was held up and robbed.,anger,2,female,19
4080,When they told me that my grandfather was rather ill.,sadness,2,female,19
4081,When I fell head on in a fountain.,shame,3,female,19
4082,"I had to undergo an operation in Summer and so my family had to á stay at home during the holidays.  I felt guilty, above all á because of my brothers.",guilt,3,female,19
4083,I came across a friend with whom I had lost touch for a long á time.,joy,4,female,28
4084,"I had decided to propose to the man I liked to make a trip á together.  One day, during breakfast I told him my idea.  I was á afraid of his not accepting it and that the idea would end up as á a failure.",fear,4,female,28
4085,A person I trusted a lot gave me many false explanations to á justify a wrong action.,anger,3,female,28
4086,I was having breakfast with a classmate and suddenly I began to á cry as I thought of a friend of mine whom I had not seen for a á long time.,sadness,3,female,28
4087,"During lunch with some classmates, a priest was also there.  He á was eating desperately as if someone was going to take his plate á away.  He did it with gluttony.  He wiped his hands on his suit á several times and it was full of crumbs.",disgust,3,female,28
4088,When a professor caught me absent-minded and not paying attention á to what he was saying.,shame,1,female,28
4089,"One day, I was alone on duty when a patient choked while eating.  á I ran to her and tried to make her breath, but it was too late.",guilt,3,female,28
4090,"At a party, on New Year's Eve, I met on old friend whom I had not á seen for some time",joy,2,male,22
4091,Once I failed seven subjects at school and I was terrified to á give my report card to my father.  I left it on the table and went to á bed very early in order to avoid him seeing me.,fear,4,male,22
4092,"When, after drinking a glass of water, I found a cockroach walking á out of the glass.",anger,3,male,22
4093,"I have a very close friend who lives in another city and we have á been writing to each other for a long time.  The last time I went á to her city, just to see her, I was disappointed to see how great á the distance between us was.",sadness,3,male,22
4094,They asked me to throw the rubbish into a dustbin which had some á awful liquid accumulated at the bottom.,disgust,1,male,22
4095,The girl with whom I was going around had been forbidden to be á alone with me in the house.  We paid no attention to this á prohibition but one day her parents appeared and I jumped out of á the window.  They saw me.,shame,4,male,22
4096,"I was driving a friend's car, and I got close to the pavement to á ask my way and I struck a parked car.",guilt,3,male,22
4097,"Every time, in the last few days, when my girlfriend told me that á she loves me.",joy,2,male,21
4098,"I stayed alone in the dark at night in the mountain, waiting for á my uncle.  I remember that I took a big stone and it calmed me.",fear,2,male,21
4099,"We were at school, in the room for audiovisual classes.  We were á watching a film, and just behind me two classmates were bothering á me with their mocking and shoves.  I reacted angrily (I suppose)  á by hitting one of them.",anger,3,male,21
4100,"[ During a summer holiday a French girl and I had becoe back á home, I felt very sad.]",sadness,4,male,21
4101,Once I had to clean a lavatory which was obstructed.  It was in a á friend's country house and there was nobody there to help me.,disgust,3,male,21
4102,"In a Mathematics class, the professor asked me a question and I á gave the wrong answer.",shame,2,male,21
4103,"When I lost my study grant without having attended any exam in á the career I had started, and it was too late to cancel my registration.",guilt,3,male,21
4104,A party I went to last Christmas.,joy,3,male,21
4105,When my mother had a nervous illness.,fear,3,male,21
4106,During my last exam.,anger,2,male,21
4107,When I had to come back from my village last Christmas.,sadness,2,male,21
4108,One day I went to see a rather disagreeable film (X).,disgust,2,male,21
4109,Once I had to visit a rather special person.,shame,2,male,21
4110,"Once, I accidentally injured a boy in the eye and he almost lost á it.",guilt,4,male,21
4111,When I knew the feelings of a beloved person.,joy,3,male,25
4112,"A fall during a climb, with almost with no previous experience.",fear,3,male,25
4113,"On the occasion of assignment of tasks and responsibilities in á which such an assignment, dispropotionately carried with it high á responsibility and low ability of organisation and resolution.",anger,3,male,25
4114,"Moving to an unknown place, away from the familiar surroundings á and into a situation of loneliness.",sadness,3,male,25
4115,"When I had to sleep in a bed at a hostel, which was full of dirt.",disgust,2,male,25
4116,"While shopping, a person close to us created an uncomfortable á situation for those who were with her.",shame,2,male,25
4117,"Incomprehension and repression towards a child's behaviour, á commonly not accepted, and making the child cry.",guilt,3,male,25
4118,In a dark street at 4 o'clock in the night and there was á complete silence.,fear,1,male,22
4119,"When they broke the artistic work of several weeks.  Changes were á made and it was broken without permission, they had no right to á do this.",anger,4,male,22
4120,"When the train taking me to my military service left the station, á on the platform remained relatives, projects and goodtimes.  I á had a hard year ahead.",sadness,4,male,22
4121,"A situation of overt unfairness, manipulation of people and its á consequences.",disgust,2,male,22
4122,"A children's film in which I played a clown, with spotlights, á cameras and the director who demanded jumps and guffaws.",shame,1,male,22
4123,When a close classmate failed a year.,guilt,3,male,22
4124,I was talking to a friend and he said something which was very á funny.,joy,4,male,19
4125,"When I was young I saw a horror film.  Then when I went to sleep, á the film came back too my mind and the characters frighteneed my á imagination.",fear,4,male,19
4126,"In a confrontation with a person, he provoked me several times á till I reacted in an angry way.  Fortunately there were no á disastrous consequences.",anger,4,male,19
4127,I was watching a sad film and it affected me deeply.,sadness,3,male,19
4128,When I was reading a book.  It had nothing to do with the book á itself but with the disagreable smell of the pages of the book.,disgust,2,male,19
4129,In class I had to say something aloud and people reacted  by á laughing.,shame,3,male,19
4130,In an exam I answered the questions rather carelessly and á afterwards I thought that the exam would have been better had I á answered more carefully.,guilt,3,male,19
4131,"When I knew that there were, at last, no problems in making a á journey that I had been wanting to make for a long time.",joy,4,male,21
4132,It was more that fear - anguish -that I felt before my last exam.,fear,3,male,21
4133,When I had an argument with my best friend and I thought that I á was right and she was not.,anger,3,male,21
4134,When I realized that it was impossible for me to be as free as I á had imagined and that I could not do anythong about it.,sadness,3,male,21
4135,"The first time I saw a pornographic film, all that in practice is á so beautiful but on the screen appered as something mechanical, á irrational, disgusting and dehumanizing.",disgust,2,male,21
4136,When I stated sharply something I was not very sure of and a few á days later I was shown to be wrong.,shame,3,male,21
4137,When I do or say something inappropriate which hurts people close á to me.,guilt,3,male,21
4138,"When a study tour got confirmed, I was happy all the time till    á the tour began.",joy,3,male,19
4139,I was walking down a road and suddenly a few dogs appeared at a fence á and started barking angrily.  They were jumping and it seemed á that they would come for me any time.,fear,3,male,19
4140,"When I knew that they would not give me a transfer from one á university to another.  I began to insult the educatioon á authorities and the government, I ended up at the door.",anger,3,male,19
4141,We went to visit my mother at the residence.  She was crying and á said that she was about to die.  I believed all her complaints á and continously thought of the possibility of loosing her.,sadness,4,male,19
4142,"My dog had been run over and died near the house.  We had to pick á him up, cold and glassy eyed, to get rid of the corpse.",disgust,4,male,19
4143,A professor was going to read aloud in class a composition of á mine in which I had criticized some political attitudes and also á some class-mates.   I was ashamed at having written that.,shame,3,male,19
4144,In an exam when I answered the questions with very little á assurance due to insufficiet preparation.,guilt,3,male,19
4145,"When I received my report card in C.O.U.  I was afraid of obtaining á low marks, but they were much higher than expected.  ",joy,4,male,19
4146,"I was at the cinema with my sister and her boyfriend.  A man á sitting beside me started to stroke my leg for a while, he left in á the middle of the film.",fear,2,male,19
4147,My father began to say incoherant things concerning my brother's and á my own behaviour towards him.  His biased (authoritarian) and á ridiculous point of view made us angry.,anger,4,male,19
4148,I had failed some subjects in mathematics.,sadness,2,male,19
4149,I was at the table at a French friend's house.  They served me a á big dish with roast cauliflower and sauce.  I had to eat it. ,disgust,4,male,19
4150,This morning I spent a lot of time on my toilet and missed the á train to the university.  My mother told me that I spent more á time than a woman on my toilet.  I felt a mixed emotion of shame á and anger.,shame,2,male,19
4151,"I was alone at home when I broke a figure and then mended it.  A á few days later my mother noticed it and asked me about it, I told á her that I had no idea.",guilt,1,male,19
4152,When I fell crazily in love with a beautiful girl and she returned á my love.,joy,3,male,30
4153,"When I was caught by the police and was kept with a group of á delinquents, which added to my fear of being shut up.  I was á afraid of the people near me and the future consequences.",fear,4,male,30
4154,When I was the target of a great many insults and completely á unfair accusations of a large group of people.,anger,4,male,30
4155,"When my best friend died, at the age of 16.",sadness,4,male,30
4156,When I entered a brothel and saw two sailors with a young á prostitute who was not older than 18.,disgust,4,male,30
4157,When I was in a religious school my teacher showed me up in front á of all my class-mates.  They were very sarcastic and cruel.,shame,4,male,30
4158,"Having suffered a not very pretty sight, I reacted by uttering á some very cruel and sharp words.",guilt,2,male,30
4159,When I came across an old friend whom I had not seen for a very á long time.,joy,2,male,19
4160,I had an accident in which I hurt my eye.  I was afraid of having á injured it badly.,fear,3,male,19
4161,When I was accused of something I had not done.,anger,3,male,19
4162,A close friend died.,sadness,3,male,19
4163,I saw some images of a decapitation in a horror film.,disgust,2,male,19
4164,I slipped and fell in to a puddle and people started looking at á me.,shame,1,male,19
4165,I made another person cry for an unjustified cause.,guilt,3,male,19
4166,I received an unexpected letter from a friend I had met a short á time before.  He sent me a poem and wished me good luck.  I felt á very happy because I had great esteem for that person.,joy,4,male,20
4167,"A certain person started to say dreadful things very calmly, I á felt hurt and disgusted.",anger,3,male,20
4168,A certain person whom I respect and esteem a lot pays me no á attention.  She keeps up appearances but shows almost no interest á in me.,sadness,3,male,20
4169,In a bus I fell sick and vomitted in a bag.  The entire situation á was disgusting in itself.,disgust,2,male,20
4170,"A person (a male) told me that he liked me.  He has a problem, he á is a homosexual.",shame,4,male,20
4171,I rejected a person whom I had always thought to be a friend.  I á told him so and he reacted angrily.  I felt guilty at not having á realized it before and at having hurt him.,guilt,3,male,20
4172,When I received some good news : I obtained an amount of money I á needed to buy something I had been planning to buy.,joy,2,male,20
4173,When my relatives and I were in a car going slowly on a frozen á road.,fear,1,male,20
4174,My parents were having a typical family argument.  I came in and á saw the scene and became angry.,anger,3,male,20
4175,"I was going away, leaving a dear person behind.",sadness,3,male,20
4176,I visited a place in Morocco where they worked the leather.  I á saw the skins emerged in a liquid which ressembled putrification.,disgust,4,male,20
4177,At a friend's party there were several allusions to my sexual adventures.,shame,1,male,20
4178,"I was in a cafe with another person when, suddenly, several close á friends of my partner appeared.  I did not know what to do and my á partner felt uncomfortable.",guilt,2,male,20
4179,When I talk to my friends.,joy,3,male,21
4180,When I am walking on the streets and see a gang of thugs.,fear,3,male,21
4181,When people harrass me I feel oppressed by their behavior.,anger,4,male,21
4182,When I am with a friend and we have to leave each other.,sadness,3,male,21
4183,When I saw a film in which the man suffered from an illness and    á his skin came peeling off.,disgust,3,male,21
4184,When I was in the toilet and someone came in.,shame,3,male,21
4185,"[ When I act thinking that I know everything and I then realize á that there were things I had not thought about, thus hurting á others.]",guilt,3,male,21
4186,"[ Any situation in everyday life has this emotional sense, in á class, in the street, at home, at the table..........]",joy,3,male,21
4187,On a dark night I felt that there were several people near me á and I did not know who they were.,fear,3,male,21
4188,When I learned that several people had died in the street due to  á the cold weather.,anger,3,male,21
4189,"When I saw in the newspapers, on the T.V, and magazines the á chaotic situation caused by the drought and hunger in á Mauritania.",sadness,3,male,21
4190,The physical appearance of a meal.,disgust,2,male,21
4191,"I was with a group of people and everybody told me to do or say á something.  It was a confusing, strong and traumatic situation á for me.",shame,3,male,21
4192,"In a situation with my girlfriend I took a decision.  Later when á I thought about it, I realized that it was an erroneous decision.",guilt,3,male,21
4193,"One night, at a friend's place I realized that I had everything I á most wished, around me.",joy,2,male,20
4194,"During a demonstration I climbed up the closed central door of a á bus.  When the bus stopped I had to go back to the same place, á afraid that the police would see me.   ",fear,2,male,20
4195,"When I saw parents punishing their little child for something he á had not done.  In my opinion, even if he had done it he should á not have been punished for it.",anger,3,male,20
4196,A friend of mine was hurt as he thought that our relationship was á not the same as before and something had gone wrong.,sadness,3,male,20
4197,"When I was young, one day in the car we fell sick and ended up á vomitting on each other.",disgust,4,male,20
4198,The parents of a friend of mine surprised us and another couple á sleeping in thier place.,shame,2,male,20
4199,A friend of mine felt bad because of something I had done to á something that belonged to him.,guilt,2,male,20
4200,When they told me that I had been admitted to the faculty of á medicine.,joy,4,male,21
4201,Almost always when I go to fetch the results of an exam.,fear,2,male,21
4202,When I decided not to out any longer with a girl whom I liked á quite a lot.  This made me feel low for a some time.,sadness,3,male,21
4203,I saw a program on T.V where they had to saw a skull for an        á operation.,disgust,3,male,21
4204,"I was watching T.V with my parents and some pornographic scenes á came on, I felt uncomfortable and tried to distract my parents á attention by talking to them.",shame,2,male,21
4205,"When I used an adjective for a person without knowing what it á meant.   When I got to know the meaning, I felt guilty as it was á a clear and unfair insult.",guilt,2,male,21
4206,When I obtained good marks in a subject I had failed before.,joy,1,female,21
4207,When a friend of mine told me a horror story.,fear,2,female,21
4208,I was with my family and we found some abandoned puppies.  I á wanted to help them but everyone said no.  We then left.,anger,4,female,21
4209,At my grandfather's death.,sadness,4,female,21
4210,Seeing a film in which there were several bloody crimes.,disgust,3,female,21
4211,"At a concert an old man arrived and began to danse, sing and do á silly things.",shame,2,female,21
4212,"I had an argument with a friend of mine.  She would not let me á speak and then I began to shout at her.  She got angry and left, á I did not try to prevent her from leaving.",guilt,1,female,21
4213,When I was told that they had got tickets for me for a film á marathon I wanted to see.,joy,2,female,21
4214,We were on the road in a car when a lorry bypassed us.  We had to á swerve and we almost got run over.,fear,3,female,21
4215,I had applied for a job and they had assured me that the exams á would take place a few months later.  A week later I went to á obtain some more information and they told me that the exams had á already taken place.,anger,4,female,21
4216,"I received a letter from some friends, who do not live in Madrid, á telling me that they would not come on holiday.  I had arranged á everythiing for them.",sadness,2,female,21
4217,"I found a big, black spider near a bag of food.",disgust,2,female,21
4218,I was in a very small class and the professor said something á about me that made everyone look at me at the same time.,shame,3,female,21
4219,"I had arranged to meet my friends at a certain place, and I was á with other people.  My friends did not arrive and the people who á were with me began to get tired.  My friends were one hour late.",guilt,3,female,21
4220,The man I am going around with gave me a very special present.,joy,4,female,20
4221,"I thought that I would be scolded for a comment I had made, which á I should not have made.",fear,3,female,20
4222,"My sister came back home and reproached me for not having tidied á up the house, although I had been working all morning and she had á done nothing.",anger,4,female,20
4223,"At my grandfather's funeral.  I remembered that the thing he á liked and respected most was earth, I thought that he had á attained what he wanted and was not separated from it any longer.",sadness,4,female,20
4224,I had to wash my grandmother because she did not get to the á bathroom on time.,disgust,3,female,20
4225,In a very crowded shop I was distracted and missed my turn in the á queue.  A woman who was behind me began to shout at me asking me á either to pay more attention or to leave.,shame,2,female,20
4226,"When I was very young, one day, I kicked my grandmother and á caused her an injury which took a long time to heal.",guilt,3,female,20
4227,"When I saw a friend of mine, whom I had not seen for a long time á and I had lost his address and telephone number.",joy,2,female,35
4228,I was in my village when a bull jumped over a fence and started á chasing my friends and me.  We were very frightened till we á climbed up a tree.,fear,4,female,35
4229,"When I saw a car run over a child, out of carelessness.",anger,3,female,35
4230,I failed a subject despite the fact that I had studied quite a á lot for it.,sadness,2,female,35
4231,When I was walking in a field which had a lot of manure.,disgust,1,female,35
4232,I liked a boy and I would feel shy and then blush.  The more I á wanted to avoid it the more I blushed.,shame,4,female,35
4233,I am not very affectionate and I feel guilty as I do not give as á much affection as I receive.,guilt,1,female,35
4234,"I was spending the week-end with some friends.  We were waiting á for another friend and we went to the meet him at the bus stop, a  á woman we met there told us that the coach had already left.  I á was afraid that I would not see my friend, but at last we found á him.",joy,2,female,19
4235,"I was walking down a little village at night.  There was nobody á in the steet.  A dog began to bark, I felt that it was following á me.  Then I began to run, the other dogs started barking too.  At á last I arrived home.",fear,3,female,19
4236,My parents did not let me go on holidays with my friends.,anger,3,female,19
4237,I was told that a friend of mine was going to Mexico for good.,sadness,3,female,19
4238,Finding a hair in the soup.,disgust,2,female,19
4239,"I was at the University dining room, alone, and at a table next á to mine thre were several professors.  One of them asked me to á join them.  I refused but she insisted.  All the others started á looking at me and I had to move to their table.",shame,2,female,19
4240,"I had promised to say goodbye to a person who was going on a á trip, and I did not turn up.",guilt,1,female,19
4241,"I was on holidays, and I was going to meet a friend whom I had á not seen for six months.  Again I felt very happy.",joy,4,female,19
4242,"We were camping in the mountains, and a friend and I went for a á walk.  It was getting darker and darker and we were not sure of á the right way back.",fear,3,female,19
4243,I sent a book to a friend of mine.  The book meant a lot to me á and he lost it.,anger,4,female,19
4244,To say goodbye to dear friends after the holidays.,sadness,4,female,19
4245,"Ever since I have been a child, the sight of any kind of wound.",disgust,3,female,19
4246,"At the seaside, when a wave suddenly came and took off my bikini.",shame,2,female,19
4247,"One night, I went out with some friends for dinner and I did not á tell my parents that I would come back late.  I thought of á phoning but in the end I did not.  When I arrived home, my á parents were very worried.",guilt,3,female,19
4248,"My sister in law was about to have a child, and there were some á problems.  They had to do a Caesarean.  After a while, everything  á was all right.",joy,4,female,26
4249,Waiting for my marks in a difficult subject.,fear,2,female,26
4250,"I gave some personal information to a friend of mine, and he told á it to some others who were implicated in the affair.",anger,2,female,26
4251,"The holidays come to an end, and the next day we had to go back á to University and to the exams.",sadness,3,female,26
4252,There was a cat on the street.  It had been run over and its head was á open.  We passed beside it.,disgust,1,female,26
4253,"At a meeting with over one hundred people, they decided who had to speak á from the stand by drawing lots.",shame,3,female,26
4254,I had a small argument with a relative and some other people got á implicated.  It resulted in a proper row.,guilt,2,female,26
4255,"Last course, when I passed with good marks three subjects which I had á previously failed.",joy,4,female,20
4256,I was attacked by a man at a bus stop at night.,fear,4,female,20
4257,"My mother told me that I could not go to the mountains.  Despite á my age, as long as I am in her house I must do what she says.",anger,2,female,20
4258,When my nephew was taken to hospital with meningitis and we did á not know what would happen.,sadness,4,female,20
4259,I was drinking coffee in a cafe and I found a piece of scrubber á in my cup.,disgust,4,female,20
4260,"When I went to my boyfriend's house for lunch and saw his á parents, I felt that they were watching me all the time.",shame,2,female,20
4261,"At school, I did not tell the teacher that it was me who á had laughed, and she punished the entire class by making them á stay behind for one hour.",guilt,4,female,20
4262,"One evening, I was with a group of friends having a talk.  There á was a very trustful and joyful atmosphere.",joy,2,female,21
4263,"We were walking in the park at night.  It was very dark and very á late.  We began to hear foot steps all around us, and we could á not find our way out.",fear,3,female,21
4264,[ One day I arrived home rather tired and found the house..... In á addition I was asked many questions which I did not want to á answer.],anger,2,female,21
4265,I was selected to do a rest for a foreign ballet but I did not á have the money to do it.,sadness,4,female,21
4266,"In a film there was a scene in which a rat was sliding on a bed, á leaving a trace of blood behind, finally it entered the mouth of á one of the actors.",disgust,2,female,21
4267,I was swimming in the river and I lost the top of my bikini.  I á did not notice it and came out of water.  There was a á disagreeable classmate watching the scene.,shame,3,female,21
4268,"At a party, several comments were made about the personal á situation of one of the people present.  She was rather affected á and uncomfortable.",guilt,2,female,21
4269,"It was Saturday, my duties were over for a few hours and I could á at last be with the people I wanted to see.",joy,2,female,20
4270,"One night, I was alone at home.  My fear was caused by some á strange noises which put my imagination to work.",fear,2,female,20
4271,When I got to know about the reaction of a friend of mine in a á certain situation.  I had not expected him to react that way.,anger,3,female,20
4272,I felt alone among a large number of people.  I was sad to see á that nobody cared about what was happening to me.,sadness,3,female,20
4273,I saw a sort of black worm being attacked by many ants.,disgust,2,female,20
4274,When I met a friend of mine after several months.  ,shame,1,female,20
4275,When I noticed the negative changes in a friend's behaviour. ,guilt,2,female,20
4276,"I was going to my village, after having been rather oppressed in á Madrid. ",joy,3,female,19
4277,"I was watching a procession during the Holy week, and a penitent á approached me.",fear,2,female,19
4278,My mother read a letter that a friend of mine had written to me á telling me how she had got drunk the last time.,anger,4,female,19
4279,"I found a cockroach crushed between two folders in my bedroom, I á called my mother.",disgust,4,female,19
4280,I ride my motorbike in my village and everyone stares at me as if á I was a rare specimen.,shame,1,female,19
4281,"I was spending a few days at my aunt's place.  One night I got á home very late, I had told them I was going to a party but I went á to another place.  They were very worried.",guilt,3,female,19
4282,Last Summer I achieved someting that I had been wanting for a á long time.,joy,4,female,19
4283,I was in a camp and went out for a walk at night on my own.  I lost  á my way and spent several hours looking for the camp.,fear,4,female,19
4284,My parents scolded me a lot for something I had not done.  It was á my sister who had done it.,anger,3,female,19
4285,At the hypocrisy of some of my friends.,disgust,2,female,19
4286,I greeted and embraced the wrong person thinking that it was my á friend.,shame,4,female,19
4287,"Due to a misunderstanding on my part, two of my best friends á quarelled.",guilt,3,female,19
4288,"When my brother was born, everything went all right.  It had been á very likely that he would have a deficiency (my sister suffers á from Down's Syndrome) and that my mother would be in danger.",joy,4,female,19
4289,When we got lost in Florence and the coach did not turn up until á midnight.  I had no place to go to and there were strange reports á at the police station.,fear,2,female,19
4290,When an English teacher unfairly made me repeat a semester which á I thought I had passed.  I had to ask my parents for some more á money to carry on studying.,anger,2,female,19
4291,"The person whom I liked most left me for a friend of mine, after á several months of mutual help and a profound knowledge of each á other.",sadness,4,female,19
4292,"In a park near our home, a group of young people who were á strangely dressed were seated in the middle of the street.  They á began to eat while carressing each other.",disgust,3,female,19
4293,"I feel this emotion very often when I try to express my feelings á in public, because other people do not understand my reactions á and think that I am silly. ",shame,3,female,19
4294,A friend of mine said in a group that she felt lonely and á withdrawn from everyone because of mental deficiency.,guilt,3,female,19
4295,When I passed the university entrance exam.  I had thus finished á with a difficult period of my life and I was about to begin one á which I had desired a lot.,joy,3,female,19
4296,"When I was at home alone, I felt a super-natural force, dangerous á for me and the people close to me.",fear,4,female,19
4297,"When my father made my mother go through really terrible á situations, I felt furious, impotent, nervous, upset, ........",anger,4,female,19
4298,"When a person whom I loved and admired a lot died.  I felt empty, á lonely, helpless, without support, not knowing what to do.",sadness,4,female,19
4299,"When I came to know that my father and his parents were : self á interested, dirty, negative, egoist, bad peolpe,......",disgust,4,female,19
4300,I think that the only time I really felt shame was when I was á very young and I had to defecate on the street.  I was very á worried in case someone should see me.,shame,3,female,19
4301,When I was young I felt guilty because I thought that I had á commited a grave sin.,guilt,3,female,19
4302,"On my birthday, when I was given my presents.",joy,2,female,20
4303,We were riding in a friend's car.  He was driving very fast and á suddenly a another car crossed the road in front of us.  My á friend had to turn the car rapidly.,fear,2,female,20
4304,When I found one of my new pullovers wrinkled inside the á wardrobe.  My brother had done it.,anger,1,female,20
4305,When I went to see the result of an exam and saw that I had á failed.,sadness,2,female,20
4306,"When I was getting up, I found a live cockroach in my bedroom.",disgust,1,female,20
4307,The mother of a friend of mine passed by me and saw me sitting á on a boy's lap.  I tried to greet her but could not help á blushing.,shame,2,female,20
4308,A friend of mine had the sleeves of a leather coat stolen from á his car.  It was me who had left them there for everyone to see.,guilt,1,female,20
4309,"The final marks were to be given in the morning.  I wanted to get á there late because I was very afraid.  When I arrived there, á everybody was very happy and I had also passed.  We had a á wonderful time all day long.",joy,3,female,20
4310,I went to visit a friend in hospital.  He was going to be á operated the next day.  I was afraid that they would not let me á in and I did not know what his reaction would be on seeing me.,fear,3,female,20
4311,"A friend of mine played a joke on another friend over the á telephone.  This friend, crying, called me and I got very angry á and made the other person apologize.",anger,3,female,20
4312,A friend of mine told me that my boyfriend had been with another á girl this Summer.  We had been going out together for four years á and we had not done so for the last three months.  I could not á believe it.,sadness,4,female,20
4313, I was at a friend's place for lunch and she fell ill and á vomited.,disgust,2,female,20
4314,I was dancing in a theatre.  I was not sure whether some frieends á of mine had come to see me.  I was very scared of doing things á wrong.,shame,2,female,20
4315,Classes were over and I wanted to go home.  A friend of mine á asked me to wait for half an hour to take him back home.  I said á no.  ,guilt,3,female,20
4316,"On holiday, seeing the lanscape in Gerona.",joy,3,female,20
4317,Travelling by coach on a rather narrow and wet road.,fear,1,female,20
4318,They wanted me to pay for a ticket twice because they said that á the one I had was out of date.,anger,4,female,20
4319,When I came back from my holidays.,sadness,3,female,20
4320,When I saw an insect going up my arm.,disgust,2,female,20
4321,When I entered a bar looking for a friend.,shame,2,female,20
4322,Arguing with my younger cousin.  She is rather a nuisance but I á felt sorry.,guilt,1,female,20
4323,When some friends of mine asked me to go camping with them for a á fortnight.,joy,3,female,19
4324,"Once, when I was very young, my mother left me alone in the á house and came back very late.",fear,4,female,19
4325,When my aunt told me angrily that I was a good-for-nothing and á she was fed up with my behaviour.,anger,3,female,19
4326,When my parents and sister went on a trip and I was separated á from them for about three months.,sadness,4,female,19
4327,When a person I did not know hurt a friend of mine.,disgust,2,female,19
4328,When the literature teacher made me recite a poem in the middle á of the class and I had to gesticulate.,shame,3,female,19
4329,"Once, when I arrived home very late, my parents had an argument á because of this; my mother wanted to stand up for me.",guilt,2,female,19
4330,I phoned a friend of mine to ask her for news about the marks in á an exam.  She told me that I had passed.,joy,3,female,19
4331,"I was spending my summer holidays in a village.  My friend and I á were coming back from a discotheque at night and we heard a noise á from an alley.  We were very scared and we got into my friend's house. á  A moment later, an unknown car picked up a person from this á alley.",fear,3,female,19
4332,"My mother and I had an argument over buying some clothes for me.  á She did not accept the fact that I did not like the same things á as her, and we ended up shouting at each other.",anger,2,female,19
4333,"One day, I was home and there was a phone call informing me that á some of my relatives had died in an accident.",sadness,4,female,19
4334,"When I saw a film in which there was a scene where women were cut á to pieces.  Above all, it was the blood and the confusion which á impressed me most.",disgust,3,female,19
4335,I was walking to school and I passed by a red cross post where á there were many soldiers.  They began to pass remarks at me.,shame,2,female,19
4336,A friend of mine trusted me to back her in a decision she had á made.  But when the moment came I did not agree with her opinion.,guilt,3,female,19
4337,I was told that I had passed the statistics exam.  I had not á expected this so I was very happy.,joy,3,female,24
4338,When my brother hit his head and lost consciousness at the sports á practice.  For some time he could not remember what had happened á but he recovered later.,fear,2,female,24
4339,I get angry with my brothers and sisters when they do something á that I do not like.  They know this and still do it so as to á tease me.,anger,3,female,24
4340,When my grandfather died.,sadness,3,female,24
4341,When opened a box of biscuits and found worms inside.,disgust,2,female,24
4342,When I was young I was told to to the shop to buy a dozen eggs.  á I went and asked for one egg and the people in the shop laughed á at me and so did my family when I told them what had happened.,shame,2,female,24
4343,When I arrived home late at night.  I know that my mother gets á worried and this made me feel angry.,guilt,1,female,24
4344,When I spoke to my daughter and wished her luck for the á examinations she was about to take.,joy,4,female,33
4345,"When I was told that my daughter, who is at a boarding school, á was very ill and that they needed me there the same day.",fear,4,female,33
4346,"One day in a clinic, the father of a child came in and assaulted á a colleague for something that she had not done deliberately.",anger,2,female,33
4347,When I was told that my uncle had passed away.,sadness,4,female,33
4348,The transport to pick us up for lunch was always late and the á driver made the same excuse every day.,disgust,2,female,33
4349,"One day when I came back home, I found my favourite dish broken.  á I blamed the servant for it, later I found out that it was not á the servant but my daughter who had broken it.",shame,3,female,33
4350,When I did not give back a text book to a friend in time.,guilt,2,female,33
4351,When a cousin of mine was discharged from the hospital after       á a long illness.  I had thought that this illness would never end.,joy,3,male,20
4352,"When a man who had a knife grabbed me and threatened me with it,   á during my holidays in Monze.á ",fear,3,male,20
4353,A certain friend tried to push me off a seat in a very violent á way for no apparent reason.  It may be that he was excited about á something.,anger,2,male,20
4354,When the neighbour of a friend of mine was stabbed to death by á thieves in Kabwe.  They stole his van.,sadness,2,male,20
4355,"When we were young, a friend of mine tried to dissect a frog while  á we were playing near his home.",disgust,2,male,20
4356,"The time I shouted at most of my friends at a party.  It was as if á  all my friends had done something wrong, or may be it was the á influence of the beer.",shame,3,male,20
4357,"When I blamed my niece for misplacing my book, she denied having á touched or seen it but I carried on insisting that it was her.",guilt,2,male,20
4358,"After going through much shame, I became a Christian and á something new happened in my heart.  Joy that overflows was á manifest in me.",joy,4,male,22
4359,"When I was about six years old, I mistook a cat for a leopard      á when it entered my room at night.",fear,2,male,22
4360,"When I lost my father on the 25th of September,1970.  He died of á a sore on the leg.",sadness,3,male,22
4361,When I failed the grade 7 twice and only passed it the third á time.,disgust,4,male,22
4362,"I was going around with a foreigner's wife and my entire family á got to know about it, this was just when I had become a á Christian.",shame,2,male,22
4363,"When they found out that I was absent from school, I had gone to á the girl's secondary school.",guilt,2,male,22
4364,When I first passed a job interview.,joy,4,male,20
4365,"I was almost caught in the girls hostel by the security men, I á would have been expelled from school had I been caught.",fear,4,male,20
4366,When I was accused of having refused to do some hostel work while á I was at school.  Actually I had not been allocated any work.,anger,4,male,20
4367,A friend of mine could not make it back to Unza after having á failed the exams.,sadness,4,male,20
4368,I usually come back home early but this day I came home back late á to find some visitors at my place.,disgust,2,male,20
